Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,latitude,longitude,new_color_1,new_color_2,density
1,1.0,0,0,0,0,0,2,0,0,32.7970229,-108.2611507,9,2,441.5
1,1.0,0,0,0,0,0,2,2,1,35.1318542,-106.590913,9,2,403.2
1,1.0,0,0,0,0,0,0,0,0,37.66857995,-120.9733792,2,2,408.6
1,1.0,0,0,0,0,0,0,0,0,35.6153041,-106.0268531,2,2,465.5
1,1.0,0,0,0,0,0,2,2,0,34.42059485,-103.2336678,9,2,488.5
1,1.0,0,0,0,0,0,0,0,0,32.848545,-104.410603,5,2,371.2
1,1.0,0,0,0,2,0,0,3,0,35.8817213,-106.3191833,1,2,355.6
1,1.0,0,0,0,0,0,0,0,0,35.50578995,-108.7276742,2,2,142.3
1,1.0,3,2,0,2,0,0,3,0,36.8049206,-108.6917396,2,2,612.7
1,1.0,4,2,0,2,2,2,3,2,35.50732635,-108.730018,2,2,497.1
1,1.0,0,0,0,0,0,0,0,0,32.4421741,-104.2573658,1,2,363.7
1,1.0,0,2,0,2,0,0,0,0,32.7617591,-103.1857533,1,2,536.9
1,1.0,0,0,0,0,0,0,0,0,34.93048825,-104.6931556,1,2,273.5
1,1.0,4,0,0,2,3,0,3,2,35.20782795,-106.6781027,9,2,890.5
1,1.0,0,0,0,2,0,0,0,0,34.1689793,-103.3621818,1,2,443.6
1,1.0,0,0,0,0,0,0,0,0,36.94401345,-82.625631,2,2,767.4
1,1.0,0,0,0,0,0,0,0,0,33.416888,-104.5211135,1,2,329.8
1,1.0,0,0,0,2,0,0,0,0,35.30894905,-106.6799804,8,2,644.2
1,1.0,0,0,0,0,0,0,0,2,33.14048985,-107.2417378,9,2,272.3
1,1.0,0,2,0,2,0,0,0,0,34.03750905,-106.9114216,2,2,377.5
1,1.0,2,2,0,2,2,0,2,1,36.4543738,-103.1935083,9,2,483.7
1,1.0,0,0,0,2,0,0,3,0,36.86201405,-104.4420629,8,2,614.6
1,1.0,0,0,0,2,0,0,2,0,35.1621567,-107.827498,2,2,507.4
1,1.0,0,0,0,2,0,0,0,0,32.26023375,-107.7679303,1,2,274.4
1,1.0,0,0,0,0,0,0,0,0,42.6736875,-73.74859022,2,2,577.9
1,1.0,0,0,0,0,0,0,0,2,41.9267088,-73.99511668,2,2,552.1
1,1.0,0,2,0,2,0,0,0,0,42.9209898,-78.75497,9,2,435.5
1,1.0,0,0,0,2,0,0,0,0,40.9288274,-73.89801518,9,2,336.9
1,1.0,0,0,0,0,0,0,0,0,42.0823664,-104.1926751,2,2,404.0
1,1.0,0,0,0,0,0,0,2,0,40.8314156,-73.90317288,2,2,329.3
1,1.0,4,2,0,2,3,0,3,0,42.6532942,-73.77717909,9,2,363.8
1,1.0,0,0,0,0,0,0,0,0,41.86179885,-87.6935988,9,2,792.3
1,1.0,0,2,0,2,0,0,0,0,40.7272895,-73.55379911,2,2,443.1
1,1.0,3,2,0,2,2,0,0,0,43.06067605,-77.10176529,9,2,393.7
1,1.0,4,2,0,2,3,2,2,2,40.72603315,-73.24179811,9,2,288.9
1,1.0,0,2,0,2,0,0,0,0,40.7697129,-73.98690742,1,2,269.8
1,1.0,0,0,0,2,0,0,0,0,41.9355254,-73.91291768,1,2,584.1
1,1.0,0,0,0,0,0,0,0,0,40.75397775,-73.80326185,2,2,64.9
1,1.0,3,2,0,2,2,0,2,2,51.3766205,-0.526958754,2,2,502.7
1,1.0,0,2,0,2,0,0,0,0,42.87632665,-76.98860794,9,2,586.5
1,1.0,2,2,0,2,2,0,3,2,40.8800853,-73.8798439,3,2,466.5
1,1.0,3,2,0,2,0,0,3,1,40.94208425,-73.83684144,2,2,335.7
1,1.0,3,2,0,1,3,0,0,0,43.0931576,-79.05005174,2,2,303.9
1,1.0,3,2,0,2,0,2,3,0,43.005773,-78.17688951,1,2,436.5
0,1.0,4,0,0,2,3,0,2,2,42.87630615,-77.29049449,2,2,483.5
1,1.0,0,0,0,2,0,0,0,2,42.92880725,-78.84803668,9,2,328.0
1,1.0,0,2,0,2,0,0,0,0,44.3451565,-74.14322754,2,2,443.3
1,1.0,3,2,0,1,3,2,3,2,40.81664755,-73.92447027,2,2,473.8
1,1.0,0,2,0,2,0,0,0,0,44.85689215,-74.29094563,1,2,526.1
1,1.0,4,2,0,3,3,2,3,1,40.91269165,-73.84024562,2,2,409.0
1,1.0,3,2,0,2,3,2,3,2,41.1103644,-72.36102064,2,2,756.2
0,1.0,0,0,0,0,0,0,0,0,42.1003453,-76.82822255,9,1,1009.4
1,1.0,4,2,3,2,2,2,2,2,46.18793165,-123.8193555,9,0,1178.0
1,1.0,3,2,2,1,3,2,3,2,42.1227567,-77.95075373,8,0,265.4
1,1.0,3,2,2,2,2,2,2,2,40.7318799,-73.9845807,9,0,335.6
1,1.0,2,2,2,1,1,1,1,1,40.7102904,-74.00493733,5,0,101.6
1,1.0,3,2,3,1,3,2,2,1,42.97795565,-78.88068243,9,0,774.8
1,1.0,2,2,1,2,1,2,1,2,42.09031785,-78.42794502,7,0,437.0
1,1.0,3,2,1,2,3,1,1,2,41.095892,-73.92633465,9,0,233.3
1,1.0,4,2,3,3,2,1,1,2,40.7752137,-73.70102797,2,0,439.5
1,1.0,3,2,3,2,2,2,2,1,42.5096164,-78.65876699,8,0,360.4
1,1.0,2,2,1,1,2,2,3,3,43.07741075,-75.65478962,0,0,279.4
1,1.0,3,2,2,2,2,2,3,1,40.77364275,-73.96086187,5,0,179.7
1,1.0,4,1,2,2,2,2,3,2,41.44230935,-74.36831755,8,0,205.6
1,1.0,3,2,2,2,2,2,3,2,40.85603475,-73.84662631,5,0,379.9
1,1.0,4,2,2,3,2,2,2,2,40.74477475,-73.88565053,9,0,432.6
1,1.0,2,2,3,1,1,2,2,2,41.3673663,-74.68099765,9,0,269.2
1,1.0,4,1,3,1,3,2,2,3,42.69538395,-74.9227841,7,0,765.2
1,1.0,3,2,1,1,3,2,2,2,43.0591444,-76.1515268,9,0,774.8
1,1.0,2,2,2,1,2,3,2,1,42.82021325,-73.91646093,9,0,140.6
1,1.0,3,2,3,1,2,2,2,3,43.96477955,-75.91443519,9,0,1107.8
1,1.0,3,2,0,2,2,2,3,0,41.11084915,-74.13444929,5,0,492.8
1,1.0,2,2,2,1,2,2,2,1,40.58543795,-74.08476372,9,0,386.3
1,1.0,3,2,3,2,2,2,2,2,41.19666215,-73.72564542,9,0,639.3
1,1.0,2,2,3,1,1,2,3,1,43.2885993,-78.70886576,8,0,541.8
1,1.0,2,3,2,1,2,2,2,2,37.79822455,-122.2314388,9,0,376.6
1,1.0,4,2,3,3,2,2,3,2,40.7407823,-73.64256776,7,0,644.6
1,1.0,3,2,3,1,3,2,1,3,9.4450177,76.5413009,3,0,437.0
1,1.0,3,2,2,1,2,2,3,2,40.87056805,-73.62250332,5,0,71.8
1,1.0,4,2,2,2,2,2,3,2,40.80455475,-73.67018385,8,0,230.9
1,1.0,3,2,2,2,1,2,2,2,40.91314365,-73.78805933,5,0,249.2
1,1.0,4,2,0,2,3,2,3,2,40.9396773,-73.05330679,8,0,558.9
1,1.0,3,2,1,3,2,2,2,1,43.3063845,-73.64601066,1,0,585.2
1,1.0,3,1,2,1,1,1,2,2,40.75544455,-73.8167587,9,0,923.1
1,1.0,4,2,2,3,2,2,3,2,40.63970235,-73.99891386,5,0,805.0
1,1.0,3,3,3,3,2,2,2,2,40.75549825,-73.7065791,9,0,419.9
1,1.0,3,2,0,2,2,2,3,0,40.5854595,-73.96487147,5,0,308.6
1,1.0,3,2,1,2,2,2,3,2,44.67732435,-74.98282134,5,0,836.8
1,1.0,2,3,1,3,1,2,3,2,40.6673591,-73.70779258,7,0,510.5
1,1.0,4,2,3,3,3,2,1,2,41.46041015,-81.69794785,8,0,437.0
1,1.0,3,3,3,2,3,2,2,2,40.6598046,-73.93320442,7,0,510.5
1,1.0,2,2,0,1,2,1,3,2,40.6564684,-73.94367449,8,0,317.3
1,1.0,3,2,0,2,3,2,3,0,43.04128485,-76.13882507,9,0,384.4
1,1.0,3,2,0,1,3,2,3,2,40.7389504,-73.975196,9,0,321.3
1,1.0,3,2,3,1,2,2,3,1,41.26144875,-74.35778025,1,0,525.9
1,1.0,4,2,3,1,3,2,3,2,40.9689291,-73.88658911,5,0,681.7
1,1.0,3,2,3,1,1,2,3,2,44.6914679,-75.49931143,5,0,744.0
1,1.0,3,2,2,1,3,2,2,2,40.7389504,-73.975196,5,0,456.7
1,1.0,2,3,2,1,2,2,2,2,43.4540104,-76.51650383,5,0,321.8
1,1.0,3,2,2,2,2,2,2,2,42.9263064,-78.83246089,9,0,538.9
1,1.0,2,2,0,2,2,2,3,2,40.70414415,-73.91770759,8,0,351.9
1,1.0,1,3,1,1,1,2,1,2,43.08660695,-73.79895377,9,0,923.1
1,1.0,2,2,2,1,1,1,1,2,44.9361382,-74.908869,7,0,437.0
1,1.0,4,2,0,2,3,0,3,2,42.48041845,-79.3344729,9,2,737.5
1,1.0,0,0,0,2,3,0,0,0,40.71770995,-73.80601362,8,2,505.2
1,1.0,0,0,0,2,0,0,2,0,42.742594,-73.67623769,2,2,337.1
1,1.0,4,2,0,2,3,2,2,0,40.655607,-73.91318024,9,2,216.3
1,1.0,3,2,0,2,0,2,3,0,41.087434,-73.80669395,7,2,444.8
1,1.0,0,2,0,2,0,0,0,0,42.94105415,-76.56432618,9,2,255.6
1,1.0,0,0,0,2,0,0,0,0,40.6292962,-73.9275552,5,2,627.0
1,1.0,3,0,0,2,0,2,3,2,40.8147102,-73.93927818,7,2,89.6
1,1.0,3,2,0,2,0,2,2,0,43.04811655,-75.39119206,9,2,288.8
1,1.0,3,0,0,2,0,2,3,0,51.52239375,-0.217706262,9,2,294.4
1,1.0,3,2,0,2,3,2,3,0,39.2932695,-76.61280494,2,2,213.4
1,1.0,3,2,0,2,3,0,0,1,41.5034081,-74.01438828,2,2,276.5
1,1.0,0,0,0,2,0,0,0,2,41.2924917,-73.89267417,9,2,365.8
1,1.0,3,2,0,2,0,0,2,0,42.68708065,-74.48129046,1,2,268.5
1,1.0,3,2,0,2,2,0,0,0,40.765164,-73.9526899,5,2,363.6
1,1.0,3,2,0,2,0,0,0,2,41.3833308,-73.66326592,9,2,262.2
1,1.0,3,2,0,2,3,1,2,0,43.07046605,-74.33133432,9,2,438.0
1,1.0,3,2,0,1,3,2,3,0,42.13551355,-76.96923546,1,2,364.1
1,1.0,1,2,0,1,0,0,2,0,42.8479879,-78.81317238,2,2,464.5
1,1.0,3,2,0,2,3,0,0,2,43.12292995,-77.62538319,9,2,360.2
1,1.0,2,2,0,2,0,0,0,1,40.6940058,-73.29434148,2,2,222.1
0,1.0,0,0,0,0,0,0,0,0,42.4692583,-76.5374469,9,1,437.0
1,1.0,3,2,1,1,3,2,2,1,40.77507195,-73.47882211,9,0,839.2
1,1.0,4,2,1,3,3,2,2,1,52.47814205,13.37294932,1,0,894.6
1,1.0,2,2,1,2,1,2,1,2,44.4940038,-81.36579948,9,0,866.5
1,1.0,4,1,2,3,2,2,2,1,40.8803581,-73.8813965,1,0,304.7
1,1.0,3,2,3,1,2,2,2,2,41.7096481,-74.737491,1,0,883.2
1,1.0,3,0,2,2,2,2,1,2,40.7620381,-73.9553606,5,0,620.2
1,1.0,4,2,3,2,3,2,3,1,40.90826935,-73.1151875,1,0,731.5
1,1.0,3,2,1,3,2,2,1,1,40.6785782,-73.93749934,7,0,611.6
1,1.0,2,3,1,1,2,2,2,1,50.4074576,-4.215567514,1,0,278.9
1,1.0,3,2,2,1,2,3,2,2,43.1130436,-77.6166393,5,0,611.6
1,1.0,3,2,2,2,2,2,2,2,41.21409545,-73.9885454,7,0,670.5
1,1.0,4,2,3,2,3,1,2,3,44.2160974,-73.59571293,7,0,664.7
1,1.0,3,2,1,3,2,2,2,1,37.32823155,-121.9384812,9,0,866.5
1,1.0,3,1,0,2,3,2,2,1,43.84923805,-73.43752405,1,0,409.4
1,1.0,3,2,2,1,3,2,2,1,44.1623031,-75.05641345,9,0,359.0
1,1.0,3,3,3,2,2,2,2,1,41.732375,-74.37907845,9,0,670.5
1,1.0,2,3,1,3,3,2,1,2,43.043984,-74.84746196,7,0,1001.4
1,1.0,2,2,1,1,1,2,2,0,40.7111116,-73.98359446,5,0,406.0
1,1.0,3,2,0,2,2,2,3,1,43.7957066,-75.49917914,5,0,437.2
1,1.0,3,2,0,2,2,2,3,0,43.22390205,-78.3976414,5,0,403.8
1,1.0,4,2,3,3,3,2,3,1,41.07479575,-73.79976298,9,0,839.2
1,1.0,3,2,0,2,0,2,3,0,35.43761825,-80.60209038,5,0,498.3
1,1.0,4,2,2,2,3,2,3,0,36.48911485,-80.61229628,2,0,227.3
1,1.0,2,2,0,2,2,2,2,1,35.9618482,-80.01364972,1,0,434.1
1,1.0,3,2,0,2,3,1,3,2,34.75273785,-79.46884571,9,0,494.2
1,1.0,4,2,3,3,2,2,1,1,41.57606495,-75.26034741,9,0,620.2
1,1.0,0,0,0,0,0,0,2,0,36.07572665,-80.29690789,1,0,135.2
1,1.0,2,2,0,1,0,2,3,0,35.6816495,-80.47113042,1,0,465.8
1,1.0,4,2,2,3,3,2,3,2,35.3854052,-83.20260902,5,0,302.7
1,1.0,3,2,0,2,0,2,2,2,35.32054305,-82.46731503,1,0,287.9
1,1.0,4,2,3,3,2,2,2,1,35.46909645,-79.18688403,1,0,2334.8
1,1.0,2,1,1,1,2,2,2,1,35.48166495,-82.55392406,5,0,624.8
1,1.0,3,1,2,1,2,2,3,1,35.00620175,-78.32395443,5,0,246.1
1,1.0,4,1,3,2,2,2,3,1,35.29010415,-77.58334164,5,0,611.7
1,1.0,2,2,1,1,2,2,1,2,35.03135185,-78.93356033,5,0,866.5
1,1.0,3,2,1,2,2,2,3,1,36.0070213,-78.93734788,5,0,551.0
1,1.0,3,2,2,2,3,2,2,2,35.27215775,-81.13954344,8,0,883.2
0,1.0,0,0,0,0,0,0,0,0,35.6079987,-77.40134486,3,0,397.8
1,1.0,3,2,2,2,3,2,3,0,35.91059635,-81.53513749,5,0,670.5
1,1.0,4,2,2,3,2,2,2,1,34.76247565,-77.38533118,9,0,1001.4
1,1.0,3,2,2,2,1,2,3,2,36.08983775,-80.26771224,9,0,736.5
1,1.0,3,2,3,1,3,2,3,2,36.04305485,-78.89685681,5,0,839.2
1,1.0,3,2,0,2,2,2,3,0,34.63720595,-79.01132503,1,0,380.4
1,1.0,3,2,0,2,0,1,3,0,36.19835335,-81.65101213,5,0,290.8
1,1.0,5,1,3,3,2,2,2,1,35.2125299,-80.82430968,9,0,554.5
1,1.0,3,2,2,2,2,2,3,0,36.01938625,-78.92065146,9,0,521.9
0,1.0,0,0,0,0,3,2,0,1,36.160051,-81.15823652,5,0,620.2
0,1.0,0,0,0,0,3,0,0,0,34.33749125,-78.69448855,4,0,620.2
1,1.0,4,2,2,2,3,2,2,2,35.7828862,-78.5870372,5,0,102.7
0,1.0,0,0,0,0,0,0,0,0,36.061832,-79.50137695,4,0,1001.4
0,1.0,0,0,0,0,3,0,0,0,35.72647905,-81.65523265,4,0,839.2
0,1.0,0,0,0,0,0,2,0,0,36.01738925,-89.40102712,4,0,551.0
0,1.0,0,0,0,0,0,0,0,0,35.51500385,-78.33349218,5,0,839.2
0,1.0,0,0,0,0,3,0,0,0,36.2618023,-80.83910119,4,0,664.7
0,1.0,0,0,0,0,3,2,0,1,36.28533865,-76.99505917,4,0,611.6
0,1.0,0,0,0,0,3,2,0,0,36.32361625,-76.21861903,4,0,548.3
1,1.0,3,2,2,2,2,2,2,0,35.816915,-78.704752,1,0,1194.3
1,1.0,3,0,2,2,3,2,2,1,35.2059281,-79.45629908,7,0,434.2
1,1.0,0,0,0,0,0,0,0,0,35.3640747,-80.19445209,1,2,168.0
1,1.0,3,2,0,2,0,2,3,0,34.9648246,-77.96186573,9,2,225.2
1,1.0,0,0,0,2,0,0,0,0,35.7110725,-79.8127895,9,2,377.5
1,1.0,3,0,0,2,0,2,2,0,35.5493162,-80.85379414,1,2,356.7
1,1.0,0,0,0,0,0,0,0,0,35.6079987,-77.40134486,5,2,369.8
1,1.0,0,2,0,2,0,0,0,0,34.20430135,-77.91994501,1,2,258.4
1,1.0,0,0,0,0,0,0,0,0,34.7258964,-76.75520666,1,2,429.5
1,1.0,0,2,0,2,0,0,0,0,35.7144209,-81.26713921,9,2,237.3
1,1.0,0,2,0,2,0,0,0,0,35.8191549,-80.82917194,1,2,321.4
1,1.0,0,0,0,0,0,0,0,0,35.4900947,-81.20307636,1,2,872.6
1,1.0,3,2,0,2,2,2,2,0,35.97620545,-77.85358506,1,2,130.5
1,1.0,3,2,0,2,0,2,2,0,36.07897555,-80.29607896,1,2,379.8
1,1.0,0,2,0,1,0,0,0,0,36.03643695,-78.89965437,1,2,756.4
1,1.0,0,0,0,0,0,0,0,0,36.40848405,-78.98524838,3,2,361.6
1,1.0,3,2,0,2,0,0,2,0,34.194225,-77.92946,1,2,353.6
1,1.0,0,0,0,0,0,0,3,0,35.4057359,-80.85993903,1,2,143.8
1,1.0,0,0,0,0,0,0,0,0,35.5252312,-82.9427378,9,1,866.5
0,1.0,0,0,0,0,0,0,0,0,35.54923895,-77.03809766,9,1,664.7
1,1.0,4,2,2,2,3,2,1,2,26.0754636,-80.25128124,7,0,357.3
1,1.0,4,2,2,3,3,2,1,2,35.02993385,-79.10741221,7,0,1223.9
1,1.0,3,2,2,2,2,2,2,2,36.12932145,-77.42944048,9,0,44.7
1,1.0,3,2,2,3,1,2,1,3,35.3648286,-79.89020992,9,0,288.0
1,1.0,3,2,1,3,2,2,1,2,34.5505574,-77.91980849,9,0,424.9
1,1.0,4,2,2,3,3,3,2,3,36.41802865,-80.23082485,8,0,132.6
1,1.0,4,2,2,2,3,2,2,2,36.06984615,-76.61089791,9,0,450.4
1,1.0,0,0,0,0,0,0,0,0,48.3114102,-102.3800925,9,0,1334.0
1,1.0,0,0,0,0,0,0,0,0,47.80693405,-103.2823174,9,0,2788.2
1,1.0,0,0,0,0,0,0,0,0,47.6488434,-101.4106287,9,0,1798.9
1,1.0,0,0,0,0,0,0,0,0,47.51825455,-100.8943586,7,0,4006.9
1,1.0,0,0,0,0,0,0,0,0,48.6742072,-102.084538,9,0,1263.9
1,1.0,0,0,0,0,0,0,0,0,47.446127,-98.11806549,9,0,966.6
1,1.0,0,0,0,0,0,0,0,0,47.5007028,-97.31683955,7,0,2788.2
0,1.0,0,0,0,0,0,0,0,0,47.73467615,-97.57534528,9,0,2788.2
1,1.0,0,0,0,0,0,0,0,0,46.1847826,-103.40692,9,0,3240.2
1,1.0,0,0,0,0,0,0,0,0,46.40740105,-101.8412665,9,0,284.0
1,1.0,0,0,0,0,0,0,0,0,48.8625115,-99.61553013,9,0,923.2
1,1.0,0,0,0,0,0,0,0,0,47.4540916,-99.12336027,9,0,1930.6
1,1.0,0,0,0,0,0,0,0,0,48.79232585,-97.61846855,9,0,2181.7
1,1.0,0,0,0,0,0,0,0,0,35.4972265,-86.07851726,8,0,2788.2
1,1.0,0,0,0,0,0,0,0,0,46.0401803,-99.37276613,9,0,459.9
1,1.0,0,0,0,0,0,0,0,0,17.6157908,121.729312,9,0,730.7
1,1.0,0,0,0,0,0,0,0,0,53.78383935,-1.761468471,9,0,680.2
1,1.0,0,0,0,0,0,0,0,0,48.39959735,-97.74430229,9,0,1168.6
1,1.0,0,0,0,0,0,0,0,0,47.766636,-99.93161555,9,0,2788.2
1,1.0,0,0,0,0,0,0,0,0,47.40324245,-97.05591387,9,0,576.7
1,1.0,0,0,0,0,0,0,0,0,48.49308245,-99.2112704,8,0,262.6
1,1.0,0,0,0,0,0,0,0,0,48.3633971,-99.99766963,9,0,1368.2
1,1.0,0,0,0,0,0,0,0,0,48.11564945,-98.84973619,8,0,1592.9
1,1.0,0,0,0,0,0,0,0,0,48.15609045,-103.6458437,9,0,2788.2
1,1.0,0,0,0,0,0,0,0,0,46.89028145,-98.74699367,9,0,543.9
1,1.0,0,0,0,0,0,0,0,0,46.8885628,-102.8206373,9,0,1288.9
1,1.0,0,0,0,0,0,0,0,0,40.0322911,-83.0321744,8,0,2788.2
1,1.0,0,0,0,0,0,0,0,0,38.7536362,-82.97898185,7,0,1905.6
1,1.0,0,0,0,0,0,0,0,0,22.3603369,114.175388,8,0,722.9
1,1.0,0,0,0,0,0,0,0,0,40.57124835,-83.12932269,9,0,576.8
1,1.0,0,0,0,0,0,0,0,0,40.11459975,-82.94466902,9,0,620.8
1,1.0,0,0,0,0,0,0,0,0,29.1303718,-98.15024714,9,0,1571.8
0,1.0,0,0,0,0,0,0,0,0,39.9605075,-82.99134757,9,1,2788.2
1,1.0,0,0,0,0,0,0,0,0,41.0968568,-81.51398161,9,1,2788.2
1,1.0,3,2,3,2,2,2,2,2,41.44553275,-82.71117481,8,0,584.3
1,1.0,3,1,2,1,3,2,1,2,39.70092795,-83.92691747,9,0,7119.9
1,1.0,3,2,3,2,2,3,2,2,41.07844065,-81.53156147,8,0,668.8
1,1.0,2,1,1,1,1,2,1,2,41.37559995,-83.66625629,9,0,4906.8
1,1.0,3,1,2,2,1,3,2,2,40.5442642,-84.37055227,2,0,7119.9
1,1.0,3,2,1,2,2,2,1,2,40.82118685,-81.93223062,9,0,318.5
1,1.0,3,2,2,2,1,1,1,2,28.620674,77.08125,5,0,5319.0
1,1.0,4,1,3,1,3,2,2,2,41.3815042,-81.73071857,5,0,1091.5
1,1.0,2,2,1,1,2,2,1,2,41.57606495,-75.26034741,9,0,696.9
1,1.0,3,2,2,1,3,2,2,3,39.51239825,-84.74158586,9,0,848.8
1,1.0,3,1,1,1,1,2,1,2,39.74524605,-84.18604426,9,0,5319.0
1,1.0,4,1,3,1,1,2,1,3,39.1387945,-84.52285673,9,0,1085.2
1,1.0,4,1,1,2,2,2,1,2,38.84645745,-82.23753308,9,0,2073.5
1,1.0,4,2,3,1,2,2,2,2,39.31334,-84.51704311,8,0,417.2
1,1.0,3,2,3,2,1,2,1,2,40.48063145,-84.64007997,9,0,766.0
1,1.0,3,1,2,1,2,2,1,2,41.11416965,-80.65808535,8,0,1895.2
0,1.0,0,0,0,0,0,0,0,0,41.67302875,-83.59463968,5,0,2110.2
1,1.0,2,2,2,1,2,2,1,3,39.2932695,-76.61280494,9,0,3254.9
1,1.0,4,2,2,2,3,2,2,2,40.8505984,-84.5791709,9,0,340.5
1,1.0,3,2,3,1,2,2,1,2,39.7162026,-82.57777602,9,0,1881.5
1,1.0,3,1,1,2,2,2,1,3,41.70970165,-83.69148482,9,0,2430.2
1,1.0,2,2,3,1,1,2,2,2,33.17437275,-97.08705961,5,0,491.3
1,1.0,3,1,3,1,2,2,2,3,42.19093125,-73.3715,9,0,1091.5
1,1.0,3,1,3,1,1,2,1,3,39.6962082,-84.19067586,9,0,1881.5
1,1.0,3,1,3,1,2,3,1,1,40.79670185,-81.40340189,9,0,5319.0
0,1.0,5,2,3,3,3,2,0,2,41.1884298,-80.977641,9,0,5319.0
1,1.0,3,2,2,2,2,2,2,2,41.0389971,-85.24971347,9,0,369.0
1,1.0,4,1,2,2,3,2,1,2,8.1458922,123.8487837,8,0,1915.7
1,1.0,3,1,1,1,3,2,1,3,40.62147405,-80.58643475,9,0,5319.0
1,1.0,3,1,3,1,1,2,1,2,-2.4527485,32.9089381,5,0,1895.2
1,1.0,2,1,1,1,3,2,1,2,17.97173205,-76.76869974,9,0,5319.0
1,1.0,4,1,2,1,3,3,1,2,40.2708031,-81.84823421,9,0,5319.0
1,1.0,3,1,1,3,1,2,1,2,41.8806113,-80.79480509,9,0,1107.0
1,1.0,3,1,2,1,2,2,1,2,40.9030223,-81.10275647,5,0,2110.2
1,1.0,4,2,0,2,3,0,0,0,39.7697276,-84.20264866,9,2,324.4
1,1.0,0,0,0,0,0,0,0,0,14.7644404,120.9887721,9,1,5319.0
0,1.0,0,0,0,0,0,0,0,0,41.36675305,-82.09717527,5,1,5319.0
1,1.0,3,1,2,1,2,2,2,2,39.43170315,-81.46453672,9,0,1026.8
1,1.0,4,2,2,2,3,2,3,2,40.56509095,-81.91993251,9,0,735.9
0,1.0,0,0,0,2,0,0,0,0,40.8063965,-81.5170195,5,0,1203.1
1,1.0,3,2,0,2,2,1,2,2,29.85171395,-95.38548573,1,0,550.1
1,1.0,3,3,1,3,3,2,2,3,40.0305771,-80.74066964,9,0,1146.8
1,1.0,4,1,2,1,1,2,1,2,41.369883,-81.83207813,7,0,1119.3
1,1.0,3,1,3,1,2,2,1,2,43.0444216,-91.13740101,9,0,1726.4
1,1.0,4,2,3,2,2,2,2,2,41.2309198,-80.77675664,2,0,548.3
1,1.0,1,1,1,1,1,2,1,2,40.73391145,-74.04998938,5,0,1772.2
1,1.0,3,1,1,1,1,2,2,3,39.61015805,-82.9364571,9,0,1203.1
0,1.0,3,2,2,2,2,2,2,2,41.4366447,-82.23751334,9,0,618.3
0,1.0,3,2,2,1,2,2,3,2,40.08646105,-84.22813985,7,0,1376.3
1,1.0,5,2,2,3,3,3,2,2,39.4439303,-83.83926465,8,0,539.7
1,1.0,4,2,3,3,1,2,2,1,39.0461292,-77.1130097,5,0,481.9
1,1.0,4,2,2,3,2,2,2,2,41.5014615,-81.61293555,9,0,542.8
1,1.0,3,2,1,3,3,2,2,3,40.88618655,-80.64980611,9,0,1708.2
1,1.0,3,2,3,2,1,2,2,2,41.5085729,-81.19046258,9,0,1240.6
1,1.0,3,1,3,1,3,3,1,3,40.36971415,-83.75646648,9,0,1671.9
1,1.0,1,1,1,1,1,3,1,3,33.7517323,-84.38200521,9,0,1772.2
1,1.0,4,2,2,3,2,2,2,2,40.04798055,-82.45103333,2,0,385.1
1,1.0,4,2,2,2,3,3,2,3,41.51901615,-81.43568854,7,0,331.2
1,1.0,4,2,2,3,3,3,2,2,39.18094685,-84.59730306,7,0,1708.2
1,1.0,4,2,3,3,1,2,2,2,39.0802379,-84.14455857,9,0,1045.2
1,1.0,4,2,2,2,3,2,2,2,39.6385284,-84.24906702,8,0,778.7
1,1.0,3,2,2,1,2,2,2,3,41.6217054,-83.47923665,5,0,475.7
1,1.0,2,2,1,1,1,2,2,1,38.441594,-82.39304964,7,0,1000.9
1,1.0,4,2,0,2,3,2,3,0,41.69324665,-83.62524334,9,0,616.1
1,1.0,4,2,3,3,2,2,2,2,40.6971201,-84.08795,9,0,1091.3
1,1.0,3,2,1,3,3,2,2,3,40.08669345,-82.7908135,7,0,567.1
1,1.0,4,1,3,1,3,2,2,2,39.7481476,-84.1996953,9,0,2043.6
1,1.0,3,2,2,3,2,2,2,2,40.1014332,-83.16469362,2,0,687.5
1,1.0,4,2,3,3,2,2,2,1,41.097229,-81.51331435,2,0,551.5
1,1.0,4,2,2,2,3,2,3,2,41.01567755,-80.65547442,2,0,629.0
1,1.0,4,2,2,3,3,3,3,1,39.8495264,-82.78306485,1,0,397.4
0,1.0,5,2,3,3,3,2,2,3,39.77070915,-84.06197545,8,0,439.5
1,1.0,4,2,3,3,2,2,2,2,39.2514891,-84.4204124,8,0,883.7
1,1.0,3,3,1,3,1,2,1,2,41.13435635,-84.60109327,8,0,1146.8
1,1.0,4,2,2,2,2,2,3,1,34.27396,-119.258206,8,0,501.8
0,1.0,2,3,1,3,2,2,2,2,40.4016084,-81.33663229,8,0,1079.8
1,1.0,3,1,1,1,1,3,1,3,41.03563765,-82.01489215,9,0,1900.8
1,1.0,4,2,2,3,3,2,2,2,41.29517355,-82.22530818,9,0,321.1
1,1.0,2,2,3,1,2,2,2,2,41.93848445,-80.586495,9,0,1126.8
