Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,latitude,longitude,new_color_1,new_color_2,density
1,1.0,0,2,0,2,0,0,0,0,36.1079348,-115.1225418,2,2,275.6
1,1.0,0,0,0,0,0,0,0,0,39.43624615,-119.7599474,2,2,335.7
1,1.0,0,0,0,0,0,0,0,0,36.07886635,-115.2810573,2,2,200.9
1,1.0,0,0,0,0,0,0,0,0,36.0727561,-115.0300009,2,2,307.9
1,1.0,0,0,0,0,0,0,0,0,38.5170273,-118.6274043,9,2,88.1
0,1.0,0,0,0,0,0,2,2,0,39.2556238,-114.8596445,2,2,183.8
1,1.0,3,3,3,1,2,2,1,2,40.6398955,-116.9407253,7,0,525.7
1,1.0,3,0,0,2,0,2,3,0,40.1761966,-118.4818483,8,0,386.6
1,1.0,2,2,1,1,1,2,3,1,40.97109675,-117.7264968,2,0,588.3
1,1.0,4,2,3,2,3,3,3,2,35.9674334,-114.8427039,5,0,456.7
1,1.0,3,2,2,2,2,2,2,1,37.6226482,-114.5135823,2,0,637.5
1,1.0,4,2,3,3,3,2,3,1,38.98407755,-119.1673757,5,0,470.6
1,1.0,3,2,3,1,1,2,1,2,-33.8379419,151.0932196,9,0,403.7
1,1.0,3,2,2,2,2,2,3,2,43.52839765,-71.46278121,9,0,410.3
1,1.0,3,2,3,1,1,2,3,2,52.47814205,13.37294932,5,0,620.7
1,1.0,3,2,2,2,2,2,3,0,43.29683245,-70.9599128,2,0,431.1
1,1.0,4,2,3,2,1,2,1,2,42.8773437,-71.31653798,9,0,784.5
1,1.0,3,3,2,2,3,2,3,2,43.2129963,-70.87403697,9,0,456.7
1,1.0,2,2,1,2,1,2,1,2,42.9490219,-72.29208574,9,0,620.7
1,1.0,2,2,2,2,1,2,3,2,43.0646234,-70.78940293,9,0,512.0
1,1.0,3,2,2,2,1,2,2,2,42.9909336,-71.4738779,7,0,396.1
1,1.0,3,2,3,2,2,2,3,2,42.6384742,-83.291472,9,0,366.0
1,1.0,3,3,2,3,3,3,2,3,43.1757877,-84.84189547,7,0,784.5
1,1.0,4,2,3,3,3,2,2,3,42.9878542,-82.42978254,8,0,725.2
1,1.0,2,2,2,1,1,1,2,0,42.2736727,-84.95696688,1,0,398.0
1,1.0,3,3,3,2,2,2,2,1,42.734483,-84.5360492,8,0,355.5
1,1.0,3,0,0,2,0,2,3,0,6.7088582,-1.637644,9,0,599.7
1,1.0,3,2,3,1,3,2,2,2,46.49730225,-84.35058406,9,0,252.2
1,1.0,3,2,2,3,1,2,3,2,42.78539075,-82.48107958,9,0,620.7
1,1.0,3,2,2,2,2,2,2,2,6.7114892,-1.567933625,9,0,1548.4
1,1.0,3,2,2,2,2,2,2,2,42.6188429,-83.09325699,1,0,792.9
1,1.0,2,0,2,2,1,2,2,0,42.23473995,-83.27650561,9,0,620.7
1,1.0,2,2,2,1,2,3,1,2,42.35341375,-83.05471989,9,0,303.0
1,1.0,3,1,2,2,2,2,2,3,42.59253275,-83.49828058,9,0,388.9
1,1.0,2,3,1,2,2,2,3,1,42.5189711,-83.6954343,9,0,525.3
1,1.0,3,2,2,2,3,2,3,2,42.3570277,-83.06208974,8,0,363.7
1,1.0,2,2,2,1,1,1,2,1,42.45761425,-83.20337433,5,0,479.4
1,1.0,3,3,3,3,1,2,1,2,42.53736925,-83.40713015,8,0,525.7
1,1.0,4,1,2,2,3,2,2,2,44.2713615,-86.27483837,1,0,620.7
1,1.0,2,3,1,1,2,2,2,2,44.636832,-86.24238814,3,0,725.2
1,1.0,3,2,2,2,2,1,3,2,44.73126365,-85.18415463,9,0,522.1
1,1.0,3,2,0,2,0,2,3,2,45.94645715,-86.27630199,5,0,423.7
1,1.0,4,0,3,2,2,2,2,3,46.3534962,-85.51547047,9,0,701.9
1,1.0,3,2,3,1,3,2,3,1,46.4252566,-86.62513615,1,0,402.9
1,1.0,3,3,1,3,3,2,2,1,43.5284424,-82.73413784,7,0,525.3
1,1.0,3,3,3,3,1,3,2,3,43.2162044,-85.07417812,8,0,186.2
1,1.0,3,2,2,1,2,2,2,2,41.9834175,-86.11553799,7,0,1009.5
1,1.0,3,2,3,1,2,2,3,2,43.6070496,-86.36451439,9,0,657.0
1,1.0,3,0,0,2,3,2,3,2,43.87843765,-85.52081951,9,0,479.4
1,1.0,0,0,0,0,0,0,0,0,42.4951639,-84.65934343,1,2,447.5
1,1.0,3,2,0,2,0,0,0,2,42.9931206,-84.5551221,9,2,535.8
1,1.0,0,0,0,0,0,0,0,0,42.52014995,-85.85620094,2,2,433.0
1,1.0,0,2,0,2,0,0,0,0,43.332668,-83.08159212,2,2,424.3
1,1.0,4,2,0,2,3,2,2,2,42.9358229,-85.0680129,9,2,331.0
1,1.0,2,2,0,1,0,2,3,0,42.22116425,-85.89701719,1,2,461.4
1,1.0,4,2,0,2,3,0,0,0,46.4810702,-90.10651155,2,2,403.9
1,1.0,0,2,0,2,0,0,0,0,42.0025911,-83.9378224,1,2,270.6
1,1.0,0,0,0,0,0,0,0,0,32.50537845,-84.95972819,2,2,347.3
1,1.0,0,2,0,2,0,0,0,0,43.46486135,-85.95080483,1,2,362.7
1,1.0,0,0,0,2,2,0,0,0,45.0144896,-93.32191117,7,2,447.0
1,1.0,0,0,0,2,0,0,0,0,46.79254985,-92.09390686,7,2,360.2
1,1.0,3,2,0,2,1,0,0,0,44.21025575,-92.64817236,2,2,648.4
1,1.0,3,2,0,2,2,2,3,0,44.02403985,-92.4659662,5,2,339.1
1,1.0,4,2,0,2,3,0,0,0,44.47302945,-93.19166703,9,2,492.1
1,1.0,0,0,0,2,0,0,2,0,46.79254985,-92.09390686,2,2,442.3
1,1.0,3,2,0,2,2,2,2,2,45.56631735,-93.23104131,2,2,391.6
1,1.0,4,2,0,2,3,0,0,0,43.62233755,-95.59839826,2,2,318.3
1,1.0,0,2,0,1,0,0,0,0,41.246433,-95.9743998,2,2,375.1
1,1.0,3,2,0,2,0,0,2,2,45.57533585,-94.16914012,9,2,293.9
1,1.0,0,0,0,2,3,0,0,0,44.94335435,-93.10693715,9,2,422.9
1,1.0,0,0,0,0,0,0,0,0,43.65272215,-93.37157695,9,2,310.6
1,1.0,0,0,0,2,0,0,0,0,44.0468888,-91.6419685,9,2,319.9
1,1.0,3,2,0,2,0,2,2,0,28.9819787,77.7260157,2,2,400.3
1,1.0,0,0,0,0,0,0,0,0,45.3215822,-93.00031142,5,2,292.1
1,1.0,4,2,0,3,2,2,3,2,35.1968258,-101.9230044,9,2,303.7
1,1.0,4,2,0,2,2,0,0,0,44.9540508,-93.26133747,2,2,502.4
1,1.0,0,0,0,0,0,0,0,0,44.94862355,-93.10045836,9,1,620.7
0,1.0,0,0,0,0,0,0,0,0,47.22288585,-93.55495424,9,1,495.8
1,1.0,3,3,2,3,3,2,2,2,44.11217285,-93.25040999,9,0,744.9
1,1.0,4,2,2,3,3,2,1,2,44.2889049,-93.25712161,9,0,998.3
1,1.0,4,2,2,3,1,2,1,2,46.36222915,-94.20598866,9,0,1008.5
1,1.0,4,3,2,3,3,2,3,2,45.1950603,-93.87100391,7,0,828.8
1,1.0,3,2,1,3,2,2,3,2,44.88675975,-93.3264503,9,0,18.7
1,1.0,2,2,2,2,1,2,3,2,47.5314433,-92.54881268,9,0,971.5
1,1.0,4,2,1,3,3,2,3,3,45.12009545,-95.04525115,7,0,998.3
1,1.0,4,2,2,3,3,2,2,2,44.16363715,-93.98437617,9,0,783.3
1,1.0,3,2,1,3,2,2,2,2,47.5032295,-94.89970739,9,0,990.1
1,1.0,4,0,0,2,2,2,2,2,44.77186145,-93.5026981,5,0,1008.5
0,1.0,0,0,0,0,3,0,0,1,44.95561265,-93.09466324,5,0,783.3
1,1.0,0,0,0,0,0,0,0,0,43.19153655,-77.70534074,9,2,724.6
1,1.0,0,0,0,0,0,0,0,0,45.55799815,-93.58999195,9,2,512.7
1,1.0,0,0,0,0,0,0,0,0,43.63959255,-94.45009084,9,2,139.5
1,1.0,0,0,0,0,0,0,0,0,44.9604269,-93.2642487,1,2,260.0
1,1.0,0,0,0,0,0,0,0,0,47.3114859,-95.97298171,2,2,360.5
1,1.0,0,0,0,0,0,0,0,0,48.70659395,-94.6004658,1,2,646.5
1,1.0,0,0,0,0,0,0,0,0,44.0454763,-95.43962021,9,2,762.8
1,1.0,0,0,0,0,0,0,0,0,44.2321886,-95.60775529,2,2,672.4
1,1.0,0,0,0,0,0,0,0,0,45.80901715,-96.5012279,9,2,754.7
1,1.0,0,0,0,0,0,0,0,0,46.52977085,-93.69870273,0,2,927.7
1,1.0,3,2,0,2,2,0,0,0,47.0300993,-91.66638727,9,2,548.2
1,1.0,4,0,0,2,3,2,2,2,46.1188764,-92.88509279,1,2,805.1
1,1.0,3,2,0,2,2,2,2,0,47.85293865,-92.67913176,9,2,598.8
1,1.0,0,0,0,0,0,0,0,0,47.29755835,-96.53134489,2,2,616.4
1,1.0,0,0,0,0,0,0,0,0,39.4795986,-86.07711236,9,2,506.8
1,1.0,0,0,0,2,0,0,0,0,43.62469415,-95.00435777,9,2,741.9
1,1.0,0,0,0,0,0,0,0,0,47.7470271,-93.64499301,9,2,801.5
1,1.0,4,2,0,2,3,2,3,0,40.4223612,-105.0959652,9,2,586.8
1,1.0,0,0,0,0,0,0,0,0,47.9003611,-91.87206095,9,2,330.4
1,1.0,0,0,0,0,0,0,0,0,34.7801792,-84.78285143,9,2,489.4
1,1.0,0,0,0,0,0,0,0,0,40.04551405,-86.02304693,2,2,204.2
1,1.0,0,0,0,0,0,0,0,0,45.5628111,-96.43405024,1,2,384.9
1,1.0,0,0,0,0,0,0,0,0,48.5946498,-93.43176998,9,2,543.5
1,1.0,0,0,0,0,0,0,0,0,44.0487249,-94.40990557,9,2,352.6
1,1.0,0,2,0,2,0,0,0,0,44.95413525,-95.71199616,8,2,540.3
1,1.0,3,2,0,2,3,1,3,2,46.35148585,-94.75048228,9,2,447.6
1,1.0,0,0,0,2,0,0,0,0,43.8790317,-95.11304839,2,2,493.8
1,1.0,0,0,0,0,0,0,0,0,43.96986515,-94.62269979,0,2,103.4
1,1.0,3,2,0,2,2,0,0,0,44.34966635,-93.97306707,9,2,730.0
1,1.0,0,0,0,0,0,0,0,0,43.04811655,-75.39119206,9,2,1152.1
1,1.0,0,0,0,0,0,0,0,0,48.7671797,-96.93998521,1,2,415.0
1,1.0,3,2,0,2,0,2,3,0,48.191757,-96.77280431,9,2,448.6
1,1.0,3,2,0,2,2,2,2,0,44.45976385,-92.28756132,9,2,734.9
1,1.0,4,2,0,2,2,2,3,0,44.50528935,-96.41882227,9,2,404.0
1,1.0,0,0,0,0,0,0,0,0,47.51800425,-92.2297341,1,2,544.6
1,1.0,3,2,0,2,2,2,3,0,45.2002914,-96.00763525,7,2,968.4
1,1.0,4,3,2,3,3,2,2,2,45.31499695,-96.44645816,9,0,1132.1
1,1.0,2,2,1,1,3,2,1,3,48.8386292,-95.76016246,9,0,1323.9
1,1.0,3,2,1,3,2,2,2,2,44.0815189,-93.50807775,9,0,1132.1
1,1.0,3,2,1,3,1,2,3,0,44.4862054,-92.90276244,7,0,677.9
1,1.0,3,2,1,3,2,2,3,2,44.7082673,-96.27872675,8,0,651.7
1,1.0,3,2,1,3,3,2,2,3,44.27184895,-96.12993029,9,0,1323.9
1,1.0,3,2,3,3,2,2,2,2,25.7411276,-80.21427818,9,0,841.2
1,1.0,3,2,2,2,2,2,2,2,44.5367232,-95.10659652,9,0,665.6
1,1.0,2,3,1,3,2,2,3,1,44.24675345,-94.97114418,2,0,973.9
1,1.0,3,2,2,2,2,2,2,2,46.4816862,-93.94463812,9,0,1323.9
1,1.0,3,2,2,2,2,2,3,2,40.78532165,-99.75953476,7,0,773.1
1,1.0,4,2,3,3,3,2,3,2,44.7781557,-94.15351201,8,0,897.4
1,1.0,4,2,3,3,2,2,3,2,46.07325285,-93.66129744,9,0,555.9
0,1.0,0,0,0,0,3,0,0,0,47.5707986,-95.73926731,5,0,1132.1
0,1.0,5,2,0,3,3,0,0,2,47.38450925,-94.60903915,9,0,1132.1
1,1.0,5,0,3,0,3,2,3,0,44.4477637,-95.77734925,4,0,1323.9
0,1.0,0,0,0,0,3,0,0,0,44.5466365,-93.57462246,4,0,1323.9
1,1.0,3,3,2,2,3,2,3,2,45.30080795,-93.7785414,5,0,1138.1
0,1.0,0,0,0,0,3,0,0,0,45.58464505,-95.90466925,5,0,1323.9
0,1.0,3,0,2,1,3,2,0,1,34.27396,-119.258206,5,0,877.4
1,1.0,0,0,0,0,0,2,0,2,45.3142371,-95.60892341,8,2,379.7
1,1.0,0,0,0,2,0,2,0,0,45.11951825,-94.5291926,2,2,354.6
1,1.0,0,0,0,0,0,2,2,0,45.87450815,-93.29115823,2,2,302.5
1,1.0,0,0,0,2,0,0,0,2,43.6336368,-94.10016144,2,2,413.9
1,1.0,0,0,0,0,0,2,0,0,43.67184495,-96.21087855,2,2,543.0
1,1.0,0,0,0,0,0,2,0,2,34.74754895,-86.76466115,2,2,623.8
1,1.0,0,0,0,0,0,0,0,0,46.59358445,-95.59343693,9,2,561.3
1,1.0,0,0,0,0,0,0,0,0,43.9908626,-96.32288663,1,2,567.2
1,1.0,0,0,0,0,0,0,0,0,45.64639145,-95.3892045,2,2,314.8
1,1.0,0,0,0,0,0,0,0,0,33.92988945,-118.2033722,2,2,370.6
1,1.0,0,0,0,0,0,2,2,0,44.3129371,-94.47625317,1,2,368.2
1,1.0,0,0,0,0,0,0,0,0,48.091091,-96.1952536,2,2,344.6
1,1.0,0,0,0,0,0,2,0,0,32.32938955,-90.17252057,9,2,642.3
1,1.0,0,0,0,0,0,0,2,0,34.2420289,-88.71609258,9,2,922.6
1,1.0,0,0,0,0,0,2,0,0,34.4979469,-89.0274683,2,2,606.6
1,1.0,0,0,0,0,0,0,0,0,30.39597745,-88.88968483,2,2,601.1
1,1.0,3,0,0,2,0,2,2,2,34.93550625,-88.56034066,9,2,429.0
1,1.0,0,0,0,2,0,0,0,0,34.7861598,-89.41643908,1,2,582.0
1,1.0,0,0,0,0,0,0,0,0,30.36791715,-89.11547726,2,2,521.5
1,1.0,3,0,0,2,0,2,2,2,33.97701585,-88.47696096,2,2,574.8
1,1.0,4,2,0,2,3,2,2,0,32.37437155,-90.82479226,2,2,606.8
1,1.0,0,0,0,0,0,2,0,0,34.34786855,-89.53004494,1,2,286.7
1,1.0,3,2,0,2,0,0,2,2,30.3747033,-88.5337756,9,2,664.4
1,1.0,0,0,0,0,0,2,0,0,34.19619495,-90.55205673,2,2,296.5
1,1.0,3,2,0,2,3,0,2,0,32.75658575,-89.10699018,9,2,520.0
1,1.0,3,0,0,2,0,2,3,2,34.6578294,-88.56571767,7,2,563.4
1,1.0,3,0,0,2,2,0,0,2,31.1458865,-90.4596768,2,2,384.1
1,1.0,3,0,0,2,0,2,2,0,33.47595555,-88.82106324,9,2,816.5
1,1.0,0,0,0,0,0,2,3,0,31.5887958,-90.4582218,7,2,473.1
1,1.0,4,2,0,2,0,1,2,0,31.70496055,-91.06795211,9,2,337.9
1,1.0,4,2,0,2,3,2,2,0,34.1315798,-89.64272318,1,2,696.0
1,1.0,0,0,0,2,0,0,2,0,33.62054655,-88.66290687,2,2,479.9
1,1.0,0,0,0,0,0,0,2,0,32.3698251,-88.6967505,2,2,281.7
1,1.0,4,2,0,2,3,2,2,0,32.287775,-90.25493979,9,2,476.3
1,1.0,3,0,0,2,0,0,2,2,31.67313835,-88.63415243,2,2,389.8
1,1.0,0,0,0,0,0,2,2,0,31.3185612,-89.3301878,9,2,721.1
1,1.0,3,2,0,2,0,2,0,2,32.9044509,-90.8843153,1,2,376.6
1,1.0,3,2,0,2,2,0,0,0,33.4105268,-91.03535632,9,2,330.5
1,1.0,0,0,0,0,0,2,0,0,31.52781625,-91.39156113,1,2,703.4
1,1.0,3,0,0,2,0,2,3,0,40.57124835,-83.12932269,9,2,547.4
1,1.0,3,2,0,2,2,0,2,0,33.74857605,-90.70810557,2,2,640.4
1,1.0,3,2,0,2,0,2,2,0,31.32619465,-89.36725202,1,2,812.5
1,1.0,4,2,0,2,3,2,2,2,33.4576064,-90.64971506,9,2,502.0
1,1.0,4,2,0,2,3,2,3,2,32.287048,-90.03492721,8,2,524.2
1,1.0,3,2,0,2,0,2,2,2,33.51807775,-90.20088403,9,2,671.6
1,1.0,0,0,0,0,0,0,0,0,32.31506295,-90.18015778,9,1,1323.9
1,1.0,1,3,1,2,1,2,2,2,31.73878625,-95.64407796,8,0,940.5
1,1.0,1,3,1,1,1,2,1,2,30.55034395,-89.665166,5,0,1755.1
1,1.0,2,2,2,2,1,1,1,0,30.4440015,-89.09323943,9,0,996.2
1,1.0,1,2,1,1,1,2,1,2,31.8711616,-89.7288525,2,0,1755.1
1,1.0,3,2,2,2,1,2,2,2,34.62454965,-89.95640401,9,0,443.8
1,1.0,3,2,3,1,1,2,1,2,32.78095605,-89.18262795,9,0,940.5
1,1.0,3,3,3,3,1,2,1,3,34.3061421,-89.91473266,7,0,1153.8
1,1.0,3,2,3,2,1,1,1,2,32.2423579,-90.0703651,9,0,155.6
1,1.0,1,3,2,1,1,2,1,0,32.3255819,-90.10502819,5,0,1755.1
1,1.0,3,2,2,2,1,2,2,2,34.9696335,-89.99645256,5,0,1143.0
1,1.0,2,2,1,1,1,2,2,3,32.40914615,-88.67585695,5,0,1755.1
1,1.0,1,3,1,3,1,2,1,3,31.9997967,-89.5193735,9,0,1153.8
1,1.0,3,2,3,2,1,2,2,2,33.76234455,-89.81784129,9,0,1755.1
1,1.0,4,2,2,2,3,2,2,2,32.36591685,-89.46967944,9,0,940.5
1,1.0,2,2,2,1,2,2,1,2,33.8201147,-88.53993603,7,0,1755.1
1,1.0,2,2,1,1,1,2,1,2,30.84480685,-89.1158778,5,0,1755.1
1,1.0,3,2,0,2,0,0,2,0,31.34654585,-88.93807484,1,2,601.2
1,1.0,3,2,0,2,2,0,0,2,32.8587667,-90.40411182,9,2,494.4
1,1.0,3,0,0,2,1,2,2,2,32.7395586,-89.5171143,1,2,330.2
1,1.0,0,0,0,0,0,0,0,0,31.9464452,-90.98462467,1,2,40.7
1,1.0,4,2,1,3,3,2,1,2,40.10217395,-98.9542417,9,0,474.5
1,1.0,4,2,3,2,2,2,2,2,30.8566476,-89.54188423,9,0,1138.8
1,1.0,3,2,3,1,2,2,3,2,32.7778316,-88.67955954,5,0,545.8
1,1.0,4,1,2,3,2,2,1,2,33.0659318,-89.59797629,9,0,1343.1
1,1.0,0,2,0,2,0,0,0,0,37.03651775,-94.50983838,9,2,277.4
1,1.0,3,2,0,2,2,0,0,0,36.2353437,-90.0411604,9,2,117.8
1,1.0,4,2,0,2,0,0,0,2,37.95319345,-91.78517977,9,2,116.5
1,1.0,3,2,0,2,2,0,0,0,40.19314325,-92.58849906,9,2,59.7
1,1.0,2,1,1,1,2,1,1,3,31.1435664,-92.06294698,9,0,4215.2
1,1.0,3,2,2,3,2,2,2,2,32.48491885,-93.77870669,9,0,1742.9
1,1.0,2,2,3,1,1,1,1,0,32.7937959,-93.06169288,5,0,8632.7
1,1.0,3,2,2,1,2,2,1,1,30.3862299,-91.03764792,9,0,247.8
1,1.0,3,1,1,1,2,2,2,2,30.4926506,-92.85584629,9,0,1751.3
1,1.0,2,2,1,1,1,2,1,3,40.667803,-73.9588513,9,0,3108.3
1,1.0,4,1,1,3,2,2,1,3,32.6173867,-93.28685537,9,0,2671.1
1,1.0,2,2,1,1,1,2,2,2,31.69360385,-92.15752493,7,0,7537.2
1,1.0,2,2,1,1,1,2,1,1,30.0131832,-90.18109627,9,0,815.7
1,1.0,1,2,1,1,1,2,1,2,32.463357,-91.74904167,7,0,7244.8
1,1.0,2,2,1,3,1,2,2,0,32.5124629,-92.15608659,9,0,4571.3
1,1.0,4,1,3,3,2,2,1,3,31.138803,-93.26907826,9,0,804.6
1,1.0,2,2,2,1,1,2,1,2,41.4366447,-82.23751334,9,0,2939.6
1,1.0,2,2,2,1,1,2,1,2,29.9558617,-90.07629325,9,0,4675.6
1,1.0,2,2,2,1,1,1,1,2,30.4110476,-90.08036087,9,0,4252.1
1,1.0,3,2,2,2,2,2,1,3,29.56978545,-90.6882319,9,0,961.8
1,1.0,4,1,3,2,1,2,1,2,28.81286725,-96.97770216,9,0,3108.3
1,1.0,2,2,1,1,1,2,1,2,30.8392671,-91.16030446,9,0,343.2
1,1.0,3,2,2,3,2,2,1,2,30.18075625,-93.25075622,5,0,2846.1
1,1.0,2,2,1,1,1,2,1,3,30.44210525,-91.00112183,9,0,4111.2
1,1.0,2,2,2,1,1,1,1,2,38.95738465,-92.28842943,7,0,18145.0
1,1.0,2,2,1,2,1,2,1,2,31.56061805,-93.47193707,9,0,1117.0
1,1.0,4,2,3,1,2,2,2,2,37.6652306,-122.4756243,9,0,1009.1
1,1.0,2,2,2,1,1,2,1,1,44.2482993,-88.4040378,9,0,2059.1
1,1.0,3,2,1,3,1,2,1,3,32.50100695,-92.11428608,8,0,1452.9
1,1.0,3,0,2,0,0,1,2,0,30.2914122,-89.77060422,2,0,982.6
1,1.0,4,2,2,3,1,2,1,3,30.1753699,-92.02651294,8,0,1840.1
1,1.0,2,2,1,1,3,2,1,2,30.2039033,-92.0147762,7,0,4111.2
1,1.0,2,2,2,1,1,2,1,2,30.0254535,-90.27107029,9,0,7537.2
1,1.0,4,1,2,2,2,2,1,2,32.497649,-93.7467142,9,0,2406.0
1,1.0,3,2,3,1,1,2,1,2,31.31479985,-92.46790966,9,0,1908.0
1,1.0,3,2,2,2,1,2,2,2,29.80839575,-93.16589514,9,0,870.4
1,1.0,1,2,1,1,2,2,1,2,29.9548161,-89.98864254,9,0,4571.3
0,1.0,2,1,1,1,1,1,1,2,30.77846865,-89.86948826,9,0,4915.2
1,1.0,3,2,1,3,1,2,1,2,29.95648915,-91.03377164,9,0,459.9
1,1.0,2,2,1,2,1,2,2,2,32.86375585,-93.98871604,7,0,1080.9
1,1.0,2,2,0,1,1,2,1,0,30.0523027,-90.70383291,5,0,1422.8
1,1.0,1,2,1,2,1,2,1,1,30.7836702,-91.3686472,3,0,4915.2
1,1.0,3,2,1,2,2,2,2,2,30.4524692,-93.43665318,5,0,1921.7
0,1.0,0,0,0,0,0,0,0,0,30.08886735,-91.00277895,9,1,4111.2
1,1.0,0,0,0,0,0,0,0,0,30.73254675,-90.51336263,5,1,1217.2
1,1.0,1,2,1,1,1,2,1,2,29.80107675,-91.52376935,8,0,1159.8
1,1.0,2,2,1,3,1,2,1,2,30.95262945,-92.17573719,9,0,647.7
1,1.0,3,2,0,2,1,2,2,2,32.02120415,-93.3436025,1,0,590.8
1,1.0,2,3,3,2,1,2,2,2,27.65922685,-80.38795678,9,0,554.8
1,1.0,2,2,1,1,1,2,1,3,32.4031032,-91.18451772,9,0,520.5
1,1.0,2,2,1,2,1,2,1,1,31.8603927,-92.27581136,5,0,624.1
1,1.0,3,2,2,3,1,2,1,2,30.6834736,-91.46117121,9,0,1159.8
1,1.0,3,2,2,2,2,2,1,2,31.64714235,-91.55602279,9,0,412.9
1,1.0,4,2,2,2,3,2,2,2,30.484947,-92.419245,1,0,368.2
1,1.0,3,2,2,2,1,2,2,2,32.554038,-92.91327899,3,0,1159.8
1,1.0,2,2,2,2,1,2,1,1,30.62242245,-90.499589,5,0,558.4
1,1.0,3,2,1,3,2,2,1,2,30.00809945,-92.29733065,1,0,1159.8
1,1.0,3,2,2,2,2,2,2,2,32.45285365,-91.49349648,0,0,628.4
1,1.0,3,2,0,2,0,2,2,0,29.70247365,-90.56572388,8,0,430.5
1,1.0,3,2,0,2,2,2,3,0,29.4565373,-90.31176811,5,0,467.9
1,1.0,2,2,0,2,1,2,1,2,32.8238561,-92.65641154,9,0,414.4
0,1.0,0,0,0,0,0,0,0,0,42.3373219,-71.10570391,0,0,647.7
0,1.0,0,0,0,0,0,0,0,0,45.50113735,-122.6843833,0,0,19.2
1,1.0,2,0,0,2,1,2,0,0,52.47814205,13.37294932,0,0,236.5
1,1.0,2,2,0,2,1,2,0,0,43.6531775,-70.27625454,0,0,414.4
1,1.0,0,0,0,0,0,0,0,0,46.67435485,-67.99870162,0,0,16.1
1,1.0,3,2,1,2,1,2,2,2,43.4767317,-70.4902096,5,0,389.0
1,1.0,2,2,0,2,1,2,2,2,53.9695741,-1.0818531,5,0,581.7
0,1.0,0,0,0,0,0,2,3,0,43.9065656,-69.89301482,2,0,211.7
1,1.0,0,0,0,0,0,0,0,0,44.1026,-70.21469262,0,0,1.5
1,1.0,4,2,2,2,3,2,2,0,46.87988175,-68.00797677,0,0,1159.8
1,1.0,3,2,0,2,2,2,2,0,44.8084356,-68.75118548,3,0,582.7
1,1.0,3,2,3,1,1,2,1,2,44.1021282,-70.19882311,5,0,558.4
1,1.0,3,2,2,2,2,2,3,0,44.62637965,-70.16278173,5,0,624.1
1,1.0,3,0,2,2,2,2,1,2,44.3637461,-69.7803281,9,0,389.8
1,1.0,0,0,0,2,0,0,0,0,44.5464904,-68.41622885,5,2,229.9
1,1.0,0,0,0,0,0,0,0,0,47.2660979,-68.59285594,9,2,211.4
1,1.0,0,0,0,2,0,0,0,0,44.1442885,-69.08483889,9,2,140.4
1,1.0,3,2,0,2,0,2,2,1,44.41160075,-68.58739502,1,2,395.9
1,1.0,3,2,0,2,2,0,0,0,45.4586569,-69.61090801,9,2,184.2
1,1.0,3,2,0,2,0,2,3,0,52.2352878,-0.871529112,3,2,293.2
1,1.0,3,0,0,2,2,0,3,0,45.34757035,-68.51754634,2,2,237.6
1,1.0,2,2,0,1,1,2,2,2,44.385223,-68.20196724,5,2,340.8
1,1.0,2,2,2,2,1,2,1,0,45.17775835,-67.26797555,9,0,1798.3
1,1.0,1,2,1,1,1,2,1,2,44.55182915,-70.55619637,9,0,1239.4
1,1.0,2,2,1,3,1,1,1,2,45.6529691,-68.71615498,9,0,2645.7
1,1.0,1,2,1,1,1,2,1,2,46.13356595,-67.84387291,9,0,4498.4
1,1.0,1,2,1,1,1,2,1,0,44.04623765,-70.71458409,5,0,13356.3
1,1.0,1,3,1,1,1,2,2,1,44.7144277,-67.47567645,9,0,1754.4
1,1.0,2,2,2,1,1,2,1,2,44.41266605,-68.99382427,9,0,1798.3
1,1.0,3,1,3,1,1,2,1,0,44.75889215,-69.71338631,9,0,15200.5
1,1.0,2,3,2,1,1,2,1,3,44.2099575,-70.53161762,9,0,2380.4
1,1.0,3,1,1,2,1,2,1,2,39.6223443,-77.68417602,9,0,11080.3
1,1.0,1,3,2,1,1,2,1,2,39.28827365,-76.62439437,2,0,2257.7
1,1.0,2,2,2,1,1,2,3,0,39.01490625,-77.03514979,9,0,646.7
1,1.0,3,2,2,2,2,2,3,2,39.4229618,-77.41485314,9,0,1263.1
1,1.0,1,3,1,1,1,2,1,3,39.54299475,-76.090135,9,0,2077.5
1,1.0,2,1,1,1,1,2,1,2,39.27154095,-76.67345788,9,0,11080.3
1,1.0,3,3,3,2,1,2,3,2,39.35289645,-76.66228716,9,0,1199.5
1,1.0,3,1,1,3,1,2,1,2,39.41284515,-79.40132171,9,0,1798.3
1,1.0,3,2,2,2,1,3,1,2,39.1535381,-77.05472085,9,0,1160.8
1,1.0,1,1,1,1,1,1,1,3,38.361208,-75.59908584,9,0,13356.3
1,1.0,3,2,3,1,1,2,1,2,38.9978061,-77.11053929,9,0,2608.5
1,1.0,2,2,1,2,1,2,2,2,38.9904275,-76.53379531,8,0,1329.5
1,1.0,3,2,2,2,2,2,2,0,39.3295258,-76.61483958,9,0,1152.6
1,1.0,3,2,3,3,1,2,1,2,38.3023679,-76.63754971,9,0,2645.7
